GPK	Generic	Shape	Route	DoseType	Dep	CVL	PVL	DiluentVol	Diluent	MinAge	MaxAge	MinWeight	MaxWeight	MinDose	MaxDose	Solutions	MinVol	MaxVol	MinPerc	MaxPerc	MinTime	MaxTime	MinRate	MaxRate	RateUnit	Substance	Unit	Quantities	MinQty	MaxQty	MinConc	MaxConc
28606	cyanocobalamine injvlst 1mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										cyanocobalamine						
164348	cytomegalie-immunoglobuline infvls 100e/ml	infusievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										cytomegalie-immunoglobuline						
164348	cytomegalie-immunoglobuline infvls 100e/ml	infusievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										cytomegalie-immunoglobuline						
164348	cytomegalie-immunoglobuline infvls 100e/ml	infusievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										cytomegalie-immunoglobuline						
133744	dalteparine injvlst 10.000ie/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										dalteparine						
133744	dalteparine injvlst 10.000ie/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										dalteparine						
133744	dalteparine injvlst 10.000ie/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										dalteparine						
77054	dalteparine injvlst 12.500ie/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										dalteparine						
77054	dalteparine injvlst 12.500ie/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										dalteparine						
77054	dalteparine injvlst 12.500ie/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										dalteparine						
77062	dalteparine injvlst 25.000ie/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										dalteparine						
77062	dalteparine injvlst 25.000ie/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										dalteparine						
77062	dalteparine injvlst 25.000ie/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										dalteparine						
87033	danaparoide injvlst 1250axa-e/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										danaparoide						
87033	danaparoide injvlst 1250axa-e/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										danaparoide						
87033	danaparoide injvlst 1250axa-e/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										danaparoide						
75779	dantroleen pdr v injvlst 20mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										dantroleen						
75779	dantroleen pdr v injvlst 20mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										dantroleen						
75779	dantroleen pdr v injvlst 20mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										dantroleen						
132101	daptomycine pdr inj/infopl 500mg	poeder voor injectie/infusieoplossing	iv		ICC			1								NaCl;gluc5;gluc10										daptomycine						
132101	daptomycine pdr inj/infopl 500mg	poeder voor injectie/infusieoplossing	iv		PICU			1								NaCl;gluc5;gluc10										daptomycine						
132101	daptomycine pdr inj/infopl 500mg	poeder voor injectie/infusieoplossing	iv		NICU			1								NaCl;gluc5;gluc10										daptomycine						
113395	darbepoetine alfa injvlst  25ug/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										darbepoetine alfa						
113395	darbepoetine alfa injvlst  25ug/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										darbepoetine alfa						
113395	darbepoetine alfa injvlst  25ug/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										darbepoetine alfa						
113409	darbepoetine alfa injvlst  40ug/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										darbepoetine alfa						
113409	darbepoetine alfa injvlst  40ug/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										darbepoetine alfa						
113409	darbepoetine alfa injvlst  40ug/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										darbepoetine alfa						
113417	darbepoetine alfa injvlst 100ug/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										darbepoetine alfa						
113417	darbepoetine alfa injvlst 100ug/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										darbepoetine alfa						
113417	darbepoetine alfa injvlst 100ug/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										darbepoetine alfa						
113425	darbepoetine alfa injvlst 200ug/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										darbepoetine alfa						
113425	darbepoetine alfa injvlst 200ug/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										darbepoetine alfa						
113425	darbepoetine alfa injvlst 200ug/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										darbepoetine alfa						
105627	deferoxamine injectiepoeder 500mg	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										deferoxamine						
105627	deferoxamine injectiepoeder 500mg	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										deferoxamine						
105627	deferoxamine injectiepoeder 500mg	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										deferoxamine						
105627	deferoxamine injectiepoeder 500mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										deferoxamine						
105627	deferoxamine injectiepoeder 500mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										deferoxamine						
105627	deferoxamine injectiepoeder 500mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										deferoxamine						
151505	defibrotide infopl conc 80mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										defibrotide						
151505	defibrotide infopl conc 80mg/ml	concentraat voor oplossing voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										defibrotide						
151505	defibrotide infopl conc 80mg/ml	concentraat voor oplossing voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										defibrotide						
40916	desmopressine injvlst  4ug/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										desmopressine						
40916	desmopressine injvlst  4ug/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										desmopressine						
40916	desmopressine injvlst  4ug/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										desmopressine						
40916	desmopressine injvlst  4ug/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										desmopressine						
40916	desmopressine injvlst  4ug/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										desmopressine						
40916	desmopressine injvlst  4ug/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										desmopressine						
104884	desmopressine injvlst 15ug/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										desmopressine						
104884	desmopressine injvlst 15ug/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										desmopressine						
104884	desmopressine injvlst 15ug/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										desmopressine						
52388	dexamethason injvlst  4mg/ml (base)	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										dexamethason						
52388	dexamethason injvlst  4mg/ml (base)	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										dexamethason						
52388	dexamethason injvlst  4mg/ml (base)	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										dexamethason						
52388	dexamethason injvlst  4mg/ml (base)	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										dexamethason						
52388	dexamethason injvlst  4mg/ml (base)	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										dexamethason						
52388	dexamethason injvlst  4mg/ml (base)	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										dexamethason						
60402	dexamethason injvlst 20mg/ml (base)	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										dexamethason						
60402	dexamethason injvlst 20mg/ml (base)	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										dexamethason						
60402	dexamethason injvlst 20mg/ml (base)	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										dexamethason						
138177	dexmedetomidine infopl conc 100ug/ml	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										dexmedetomidine						
138177	dexmedetomidine infopl conc 100ug/ml	concentraat voor oplossing voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										dexmedetomidine						
138177	dexmedetomidine infopl conc 100ug/ml	concentraat voor oplossing voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										dexmedetomidine						
1961	diazepam injvlst 5mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										diazepam						
1961	diazepam injvlst 5mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										diazepam						
1961	diazepam injvlst 5mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										diazepam						
1961	diazepam injvlst 5mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										diazepam						
1961	diazepam injvlst 5mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										diazepam						
1961	diazepam injvlst 5mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										diazepam						
112852	diclofenac-natrium injvlst 25mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										diclofenac						
112852	diclofenac-natrium injvlst 25mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										diclofenac						
112852	diclofenac-natrium injvlst 25mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										diclofenac						
112852	diclofenac-natrium injvlst 25mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										diclofenac						
112852	diclofenac-natrium injvlst 25mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										diclofenac						
112852	diclofenac-natrium injvlst 25mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										diclofenac						
6238	digoxine injvlst 0,25mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										digoxine						
6238	digoxine injvlst 0,25mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										digoxine						
6238	digoxine injvlst 0,25mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										digoxine						
97713	dobutamine infopl conc 12,5mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										dobutamine						
97713	dobutamine infopl conc 12,5mg/ml	concentraat voor oplossing voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										dobutamine						
97713	dobutamine infopl conc 12,5mg/ml	concentraat voor oplossing voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										dobutamine						
111414	dobutamine infvlst  5mg/ml	infusievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										dobutamine						
111414	dobutamine infvlst  5mg/ml	infusievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										dobutamine						
111414	dobutamine infvlst  5mg/ml	infusievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										dobutamine						
16438	dopamine infopl conc 40mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										dopamine						
16438	dopamine infopl conc 40mg/ml	concentraat voor oplossing voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										dopamine						
16438	dopamine infopl conc 40mg/ml	concentraat voor oplossing voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										dopamine						
2089	doxycycline injvlst 20mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										doxycycline						
2089	doxycycline injvlst 20mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										doxycycline						
2089	doxycycline injvlst 20mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										doxycycline						
2496	droperidol injvlst 2,5mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										droperidol						
2496	droperidol injvlst 2,5mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										droperidol						
2496	droperidol injvlst 2,5mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										droperidol						
2496	droperidol injvlst 2,5mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										droperidol						
2496	droperidol injvlst 2,5mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										droperidol						
2496	droperidol injvlst 2,5mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										droperidol						
166596	eculizumab infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										eculizumab						
166596	eculizumab infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										eculizumab						
166596	eculizumab infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										eculizumab						
139955	efedrine injvlst  5mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										efedrine						
139955	efedrine injvlst  5mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										efedrine						
139955	efedrine injvlst  5mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										efedrine						
139955	efedrine injvlst  5mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										efedrine						
139955	efedrine injvlst  5mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										efedrine						
139955	efedrine injvlst  5mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										efedrine						
114081	epoetine beta injvlst  6.667ie/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										epoetine beta						
114081	epoetine beta injvlst  6.667ie/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										epoetine beta						
114081	epoetine beta injvlst  6.667ie/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										epoetine beta						
114111	epoetine beta injvlst 13.333ie/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										epoetine beta						
114111	epoetine beta injvlst 13.333ie/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										epoetine beta						
114111	epoetine beta injvlst 13.333ie/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										epoetine beta						
114138	epoetine beta injvlst 20.000ie/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										epoetine beta						
114138	epoetine beta injvlst 20.000ie/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										epoetine beta						
114138	epoetine beta injvlst 20.000ie/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										epoetine beta						
87920	epoprostenol infusiepoeder  500ug	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										epoprostenol						
87920	epoprostenol infusiepoeder  500ug	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										epoprostenol						
87920	epoprostenol infusiepoeder  500ug	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										epoprostenol						
129917	eptacog alfa geactiveerd injectiepdr 1mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										eptacog alfa, geactiveerd						
129917	eptacog alfa geactiveerd injectiepdr 1mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										eptacog alfa, geactiveerd						
129917	eptacog alfa geactiveerd injectiepdr 1mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										eptacog alfa, geactiveerd						
129925	eptacog alfa geactiveerd injectiepdr 2mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										eptacog alfa, geactiveerd						
129925	eptacog alfa geactiveerd injectiepdr 2mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										eptacog alfa, geactiveerd						
129925	eptacog alfa geactiveerd injectiepdr 2mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										eptacog alfa, geactiveerd						
115428	ertapenem infusiepoeder 1g	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										ertapenem						
115428	ertapenem infusiepoeder 1g	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										ertapenem						
115428	ertapenem infusiepoeder 1g	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										ertapenem						
73318	erytromycine pdr v infvlst 1g	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										erytromycine						
73318	erytromycine pdr v infvlst 1g	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										erytromycine						
73318	erytromycine pdr v infvlst 1g	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										erytromycine						
107034	esketamine injvlst  5mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										esketamine						
107034	esketamine injvlst  5mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										esketamine						
107034	esketamine injvlst  5mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										esketamine						
107034	esketamine injvlst  5mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										esketamine						
107034	esketamine injvlst  5mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										esketamine						
107034	esketamine injvlst  5mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										esketamine						
107042	esketamine injvlst 25mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										esketamine						
107042	esketamine injvlst 25mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										esketamine						
107042	esketamine injvlst 25mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										esketamine						
107042	esketamine injvlst 25mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										esketamine						
107042	esketamine injvlst 25mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										esketamine						
107042	esketamine injvlst 25mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										esketamine						
174904	esmolol infusiepoeder 2500mg	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										esmolol						
174904	esmolol infusiepoeder 2500mg	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										esmolol						
174904	esmolol infusiepoeder 2500mg	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										esmolol						
93351	esmolol injvlst 10mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										esmolol						
93351	esmolol injvlst 10mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										esmolol						
93351	esmolol injvlst 10mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										esmolol						
138347	esomeprazol pdr inj/infopl 40mg	poeder voor injectie/infusieoplossing	iv		ICC			1								NaCl;gluc5;gluc10										esomeprazol						
138347	esomeprazol pdr inj/infopl 40mg	poeder voor injectie/infusieoplossing	iv		PICU			1								NaCl;gluc5;gluc10										esomeprazol						
138347	esomeprazol pdr inj/infopl 40mg	poeder voor injectie/infusieoplossing	iv		NICU			1								NaCl;gluc5;gluc10										esomeprazol						
151475	ethanol injvlst 0,96ml/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										ethanol						
151475	ethanol injvlst 0,96ml/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										ethanol						
151475	ethanol injvlst 0,96ml/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										ethanol						
99228	etomidaat injectie-emulsie 2mg/ml	emulsie voor injectie	iv		ICC			0								NaCl;gluc5;gluc10										etomidaat						
99228	etomidaat injectie-emulsie 2mg/ml	emulsie voor injectie	iv		PICU			0								NaCl;gluc5;gluc10										etomidaat						
99228	etomidaat injectie-emulsie 2mg/ml	emulsie voor injectie	iv		NICU			0								NaCl;gluc5;gluc10										etomidaat						
11371	etomidaat injvlst 2mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										etomidaat						
11371	etomidaat injvlst 2mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										etomidaat						
11371	etomidaat injvlst 2mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										etomidaat						
104817	fenobarbital injvlst 100mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										fenobarbital						
104817	fenobarbital injvlst 100mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										fenobarbital						
104817	fenobarbital injvlst 100mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										fenobarbital						
15334	fentanyl injvlst 0,05mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										fentanyl						
15334	fentanyl injvlst 0,05mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										fentanyl						
15334	fentanyl injvlst 0,05mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										fentanyl						
582	fentolamine injvlst 10mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										fentolamine						
582	fentolamine injvlst 10mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										fentolamine						
582	fentolamine injvlst 10mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										fentolamine						
582	fentolamine injvlst 10mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										fentolamine						
582	fentolamine injvlst 10mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										fentolamine						
582	fentolamine injvlst 10mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										fentolamine						
172596	fenylefrine inj/infopl conc 10mg/ml (als hcl)	concentraat voor oplossing voor injectie/infusie	iv		ICC			0								NaCl;gluc5;gluc10										fenylefrine						
172596	fenylefrine inj/infopl conc 10mg/ml (als hcl)	concentraat voor oplossing voor injectie/infusie	iv		PICU			0								NaCl;gluc5;gluc10										fenylefrine						
172596	fenylefrine inj/infopl conc 10mg/ml (als hcl)	concentraat voor oplossing voor injectie/infusie	iv		NICU			0								NaCl;gluc5;gluc10										fenylefrine						
52590	fenytoine injvlst na-zout 50mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										fenytoine						
52590	fenytoine injvlst na-zout 50mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										fenytoine						
52590	fenytoine injvlst na-zout 50mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										fenytoine						
131040	ferricarboxymaltose injvlst 50mgfe/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										ferricarboxymaltose						
131040	ferricarboxymaltose injvlst 50mgfe/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										ferricarboxymaltose						
131040	ferricarboxymaltose injvlst 50mgfe/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										ferricarboxymaltose						
103314	ferrioxidesaccharaat injvlst 20mgfe/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										ferrioxidesaccharaat						
103314	ferrioxidesaccharaat injvlst 20mgfe/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										ferrioxidesaccharaat						
103314	ferrioxidesaccharaat injvlst 20mgfe/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										ferrioxidesaccharaat						
152269	fibrinogeen pdr inj/infopl 1g	poeder voor injectie/infusieoplossing	iv		ICC			1								NaCl;gluc5;gluc10										fibrinogeen						
152269	fibrinogeen pdr inj/infopl 1g	poeder voor injectie/infusieoplossing	iv		PICU			1								NaCl;gluc5;gluc10										fibrinogeen						
152269	fibrinogeen pdr inj/infopl 1g	poeder voor injectie/infusieoplossing	iv		NICU			1								NaCl;gluc5;gluc10										fibrinogeen						
83526	filgrastim injvlst 30.000.000e/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										filgrastim						
83526	filgrastim injvlst 30.000.000e/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										filgrastim						
83526	filgrastim injvlst 30.000.000e/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										filgrastim						
113794	filgrastim injvlst 60.000.000e/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										filgrastim						
113794	filgrastim injvlst 60.000.000e/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										filgrastim						
113794	filgrastim injvlst 60.000.000e/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										filgrastim						
113808	filgrastim injvlst 96.000.000e/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										filgrastim						
113808	filgrastim injvlst 96.000.000e/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										filgrastim						
113808	filgrastim injvlst 96.000.000e/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										filgrastim						
50482	flecainide injvlst 10mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										flecainide						
50482	flecainide injvlst 10mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										flecainide						
50482	flecainide injvlst 10mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										flecainide						
147036	flucloxacilline pdr inj/infopl 2000mg	poeder voor injectie/infusieoplossing	im		ICC			1								NaCl;gluc5;gluc10										flucloxacilline						
147036	flucloxacilline pdr inj/infopl 2000mg	poeder voor injectie/infusieoplossing	im		PICU			1								NaCl;gluc5;gluc10										flucloxacilline						
147036	flucloxacilline pdr inj/infopl 2000mg	poeder voor injectie/infusieoplossing	im		NICU			1								NaCl;gluc5;gluc10										flucloxacilline						
147036	flucloxacilline pdr inj/infopl 2000mg	poeder voor injectie/infusieoplossing	iv		ICC			1								NaCl;gluc5;gluc10										flucloxacilline						
147036	flucloxacilline pdr inj/infopl 2000mg	poeder voor injectie/infusieoplossing	iv		PICU			1								NaCl;gluc5;gluc10										flucloxacilline						
147036	flucloxacilline pdr inj/infopl 2000mg	poeder voor injectie/infusieoplossing	iv		NICU			1								NaCl;gluc5;gluc10										flucloxacilline						
15474	flucloxacilline pdr v injvlst  250mg	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										flucloxacilline						
15474	flucloxacilline pdr v injvlst  250mg	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										flucloxacilline						
15474	flucloxacilline pdr v injvlst  250mg	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										flucloxacilline						
15474	flucloxacilline pdr v injvlst  250mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										flucloxacilline						
15474	flucloxacilline pdr v injvlst  250mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										flucloxacilline						
15474	flucloxacilline pdr v injvlst  250mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										flucloxacilline						
15482	flucloxacilline pdr v injvlst  500mg	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										flucloxacilline						
15482	flucloxacilline pdr v injvlst  500mg	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										flucloxacilline						
15482	flucloxacilline pdr v injvlst  500mg	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										flucloxacilline						
15482	flucloxacilline pdr v injvlst  500mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										flucloxacilline						
